Typ,Anzahl Items,Bin-Kapazitaet,LB,Hill Climbing,First Fit Descending,Abs. LB HC,Abs. LB FFD,Zeit HC (sec),Zeit FFD (sec)
uniform,500,150.0,196.0,198.0,198.0,2.0,2.0,4.79,0.07
uniform,500,150.0,206.0,207.0,209.0,1.0,3.0,4.83,0.11
uniform,500,150.0,196.0,199.0,199.0,3.0,3.0,3.66,0.05
uniform,500,150.0,202.0,203.0,205.0,1.0,3.0,3.03,0.05
uniform,500,150.0,206.0,207.0,207.0,1.0,1.0,3.73,0.05
uniform,500,150.0,202.0,204.0,205.0,2.0,3.0,4.36,0.07
uniform,1000,150.0,399.0,402.0,404.0,3.0,5.0,11.02,0.21
uniform,1000,150.0,399.0,403.0,404.0,4.0,5.0,11.98,0.2
uniform,1000,150.0,394.0,398.0,400.0,4.0,6.0,12.87,0.2
uniform,1000,150.0,395.0,398.0,399.0,3.0,4.0,11.26,0.2
uniform,1000,150.0,393.0,395.0,398.0,2.0,5.0,10.76,0.19
uniform,1000,150.0,411.0,415.0,416.0,4.0,5.0,12.97,0.19
uniform,1000,150.0,411.0,413.0,416.0,2.0,5.0,11.84,0.19
uniform,1000,150.0,404.0,407.0,409.0,3.0,5.0,10.58,0.19
uniform,1000,150.0,396.0,399.0,401.0,3.0,5.0,15.67,0.22
uniform,1000,150.0,399.0,401.0,403.0,2.0,4.0,11.26,0.19
uniform,1000,150.0,404.0,406.0,407.0,2.0,3.0,10.76,0.18
uniform,1000,150.0,400.0,402.0,406.0,2.0,6.0,17.88,0.7
uniform,1000,150.0,399.0,401.0,403.0,2.0,4.0,11.61,0.24
uniform,1000,150.0,406.0,408.0,411.0,2.0,5.0,11.68,0.19
uniform,1000,150.0,397.0,400.0,402.0,3.0,5.0,12.23,0.2
uniform,1000,150.0,401.0,405.0,405.0,4.0,4.0,10.7,0.19
uniform,1000,150.0,400.0,402.0,404.0,2.0,4.0,13.95,0.28
uniform,1000,150.0,397.0,401.0,404.0,4.0,7.0,16.71,0.3
uniform,1000,150.0,404.0,408.0,408.0,4.0,4.0,12.24,0.2
uniform,1000,150.0,402.0,407.0,408.0,5.0,6.0,10.76,0.19
